age,policy_number,policy_start_date,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,gender,insured_education_level,insured_occupation,,insured_relationship,,incident_date,incident_type,collision_type,incident_severity,incident_state,incident_city,number_of_vehicles_involved,property_damage,total_claim_amount,injury_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported
27,538955,29/09/2001,IN,100/300,1000,1164.97,0,FEMALE,College,adm-clerical,,wife,,17/01/2015,Single Vehicle Collision,Front Collision,Total Loss,WV,Arlington,1,?,42840,3570,32130,Chevrolet,Silverado,2004,N
39,243226,10/01/2012,IL,250/500,1000,1232.72,0,MALE,High School,armed-forces,,own-child,,09/02/2015,Multi-vehicle Collision,Front Collision,Major Damage,SC,Springfield,3,?,87960,14660,58640,Jeep,Wrangler,1999,Y
41,246435,05/07/2001,IL,250/500,2000,1800.76,0,MALE,JD,protective-serv,,other-relative,,14/01/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,SC,Hillsdale,3,NO,47800,4780,38240,Jeep,Grand Cherokee,2009,N
43,582480,07/08/1991,IL,500/1000,500,1187.01,7000000,FEMALE,Associate,tech-support,,unmarried,,02/02/2015,Vehicle Theft,?,Trivial Damage,NY,Northbrook,1,NO,3840,640,2560,Chevrolet,Tahoe,2014,N
43,345539,24/07/2012,IN,100/300,1000,1559.34,0,MALE,JD,transport-moving,,own-child,,17/02/2015,Single Vehicle Collision,Front Collision,Total Loss,NY,Riverwood,1,NO,77000,14000,56000,Accura,RSX,2004,N
26,924318,27/07/2014,IL,250/500,2000,1137.02,0,FEMALE,PhD,farming-fishing,,not-in-family,,25/01/2015,Single Vehicle Collision,Rear Collision,Total Loss,WV,Springfield,1,YES,88110,16020,56070,Audi,A5,2003,N
42,726880,08/08/1994,IN,100/300,1000,1281.72,0,MALE,College,farming-fishing,,other-relative,,13/02/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,SC,Northbend,4,NO,47740,4340,39060,Honda,Civic,2005,N
30,190588,09/12/2001,OH,100/300,1000,796.35,0,FEMALE,MD,craft-repair,,own-child,,20/02/2015,Multi-vehicle Collision,Rear Collision,Total Loss,SC,Northbend,3,YES,58960,5360,42880,Ford,F150,2004,N
46,246705,14/03/1990,OH,250/500,500,1270.02,0,FEMALE,Associate,tech-support,,own-child,,08/01/2015,Parked Car,?,Minor Damage,NC,Northbrook,1,NO,2160,480,1440,Toyota,Corolla,2004,N
26,619589,28/03/2006,IL,100/300,1000,1383.13,0,FEMALE,JD,prof-specialty,,own-child,,28/02/2015,Vehicle Theft,?,Trivial Damage,SC,Riverwood,1,YES,6890,530,5300,Jeep,Grand Cherokee,1997,N
45,164988,23/12/2013,IL,100/300,2000,1290.74,5000000,FEMALE,High School,prof-specialty,,husband,,12/02/2015,Multi-vehicle Collision,Side Collision,Major Damage,VA,Springfield,3,NO,78870,7170,57360,Suburu,Legacy,2013,N
47,729534,30/09/1991,IN,100/300,1000,1216.68,0,FEMALE,Masters,sales,,other-relative,,06/01/2015,Vehicle Theft,?,Trivial Damage,SC,Columbus,1,NO,2700,300,2100,Ford,F150,2013,N
54,505014,27/12/2001,IL,100/300,500,1251.16,0,FEMALE,Associate,machine-op-inspct,,not-in-family,,15/02/2015,Single Vehicle Collision,Front Collision,Total Loss,WV,Riverwood,1,?,75960,6330,63300,Jeep,Grand Cherokee,2010,N
34,920826,07/04/2005,IN,250/500,2000,1586.41,0,FEMALE,High School,sales,,other-relative,,20/01/2015,Single Vehicle Collision,Front Collision,Major Damage,WV,Northbrook,1,YES,75570,6870,54960,BMW,X5,2010,Y
48,534982,08/04/2003,IL,500/1000,2000,1526.11,5000000,FEMALE,Masters,sales,,unmarried,,03/01/2015,Single Vehicle Collision,Front Collision,Minor Damage,SC,Columbus,1,?,90240,15040,60160,Chevrolet,Malibu,1995,N
53,110408,14/11/2005,IN,100/300,1000,1028.44,0,FEMALE,College,prof-specialty,,not-in-family,,26/01/2015,Single Vehicle Collision,Front Collision,Major Damage,SC,Springfield,1,?,80960,14720,58880,Accura,MDX,2000,N
38,283052,07/01/2005,IL,100/300,1000,1555.94,0,MALE,PhD,craft-repair,,own-child,,25/01/2015,Multi-vehicle Collision,Front Collision,Total Loss,VA,Riverwood,3,NO,79080,6590,59310,Mercedes,C300,2012,N
49,840806,14/02/1994,IN,500/1000,2000,1570.77,0,MALE,JD,adm-clerical,,not-in-family,,18/01/2015,Vehicle Theft,?,Minor Damage,SC,Columbus,1,NO,6820,1240,4960,Mercedes,ML350,2009,N
42,382394,23/01/1996,OH,100/300,2000,1170.53,0,FEMALE,PhD,armed-forces,,wife,,12/01/2015,Multi-vehicle Collision,Rear Collision,Total Loss,WV,Northbend,3,NO,62590,5690,45520,Nissan,Pathfinder,2006,N
23,876699,12/12/1999,OH,250/500,1000,1099.95,0,FEMALE,College,sales,,wife,,15/01/2015,Single Vehicle Collision,Side Collision,Major Damage,NY,Arlington,1,NO,52400,6550,39300,Accura,MDX,2005,Y
46,871432,15/07/2004,IL,250/500,2000,1472.43,0,MALE,MD,tech-support,,husband,,10/01/2015,Multi-vehicle Collision,Front Collision,Major Damage,WV,Arlington,3,?,63580,5780,46240,Volkswagen,Jetta,2004,N
55,379882,07/11/2012,IL,250/500,500,1275.62,0,FEMALE,Associate,priv-house-serv,,other-relative,,23/01/2015,Multi-vehicle Collision,Side Collision,Minor Damage,NY,Riverwood,3,YES,61400,6140,49120,Nissan,Ultima,1995,N
63,852002,29/06/2009,IL,250/500,1000,1292.3,0,MALE,High School,adm-clerical,,own-child,,21/02/2015,Parked Car,?,Minor Damage,VA,Northbend,1,YES,4700,940,3290,Dodge,Neon,2007,Y
44,372891,26/06/2000,IN,250/500,2000,1009.37,0,FEMALE,College,prof-specialty,,other-relative,,17/02/2015,Single Vehicle Collision,Front Collision,Total Loss,SC,Riverwood,1,NO,74140,13480,47180,BMW,X5,2015,N
30,689034,09/01/2002,OH,500/1000,500,1093.07,4000000,FEMALE,PhD,other-service,,wife,,06/01/2015,Single Vehicle Collision,Front Collision,Major Damage,VA,Hillsdale,1,?,83160,6930,62370,Volkswagen,Jetta,2011,N
41,743092,11/11/2013,OH,250/500,1000,1325.44,7000000,FEMALE,JD,farming-fishing,,other-relative,,18/02/2015,Parked Car,?,Trivial Damage,NC,Arlington,1,?,10790,1660,8300,Mercedes,E400,2013,N
31,599174,14/01/2008,IL,100/300,2000,1017.18,0,FEMALE,MD,prof-specialty,,husband,,17/02/2015,Multi-vehicle Collision,Rear Collision,Major Damage,NC,Arlington,3,YES,48070,8740,30590,Saab,92x,2014,N
25,421092,04/03/2003,OH,100/300,1000,1221.17,0,FEMALE,Masters,protective-serv,,not-in-family,,24/01/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,SC,Northbrook,3,YES,51030,5670,34020,Suburu,Impreza,1996,N
40,349658,07/06/1994,IN,100/300,500,1927.87,0,MALE,MD,prof-specialty,,husband,,21/01/2015,Single Vehicle Collision,Front Collision,Minor Damage,VA,Arlington,1,YES,43280,0,37870,Honda,Civic,1996,Y
29,811042,04/07/2013,IN,250/500,1000,978.27,0,FEMALE,Associate,sales,,own-child,,03/02/2015,Single Vehicle Collision,Front Collision,Major Damage,SC,Hillsdale,1,?,76400,15280,53480,Suburu,Forrestor,2003,N
43,505316,30/06/2002,IN,100/300,2000,1221.14,0,MALE,MD,prof-specialty,,wife,,07/01/2015,Single Vehicle Collision,Side Collision,Total Loss,VA,Hillsdale,1,?,75460,13720,48020,Audi,A5,2002,N
50,116645,30/06/2004,OH,100/300,2000,1255.62,0,MALE,MD,armed-forces,,unmarried,,02/02/2015,Multi-vehicle Collision,Side Collision,Major Damage,OH,Northbrook,3,YES,69000,13800,48300,Ford,F150,1995,Y
38,950880,19/12/1998,IN,250/500,500,999.52,0,MALE,JD,tech-support,,other-relative,,13/01/2015,Vehicle Theft,?,Minor Damage,VA,Springfield,1,?,8640,1440,6480,Accura,TL,2008,N
29,788502,31/08/2014,OH,250/500,500,1380.89,0,MALE,PhD,armed-forces,,own-child,,28/02/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,SC,Arlington,3,?,67210,12220,42770,BMW,X6,1996,N
37,627486,10/11/2005,IN,500/1000,500,1010.77,0,MALE,High School,transport-moving,,unmarried,,16/01/2015,Multi-vehicle Collision,Side Collision,Total Loss,NC,Arlington,3,?,42500,4250,34000,Volkswagen,Jetta,1999,N
53,498842,04/05/2000,OH,100/300,500,1205.86,0,MALE,Associate,armed-forces,,wife,,01/02/2015,Single Vehicle Collision,Rear Collision,Minor Damage,SC,Arlington,1,YES,86400,14400,64800,Accura,RSX,2001,N
51,550294,26/11/2001,IL,500/1000,1000,1526.61,0,MALE,Masters,handlers-cleaners,,not-in-family,,30/01/2015,Vehicle Theft,?,Minor Damage,SC,Hillsdale,1,YES,4620,840,2940,Dodge,RAM,2009,Y
53,328387,06/05/2014,IL,100/300,1000,1496.44,0,FEMALE,High School,tech-support,,unmarried,,16/02/2015,Parked Car,?,Trivial Damage,NC,Springfield,1,YES,6930,630,5040,Honda,CRV,2013,N
40,540152,27/01/1991,IL,100/300,500,1256.2,0,FEMALE,JD,sales,,not-in-family,,07/01/2015,Multi-vehicle Collision,Side Collision,Minor Damage,SC,Northbend,3,YES,41700,8340,25020,Saab,95,2013,N
51,385932,28/04/1992,IL,100/300,500,1268.35,0,MALE,Masters,transport-moving,,wife,,10/01/2015,Single Vehicle Collision,Rear Collision,Major Damage,NY,Northbrook,1,YES,77330,14060,49210,Volkswagen,Jetta,2014,Y
35,618682,04/03/2000,IN,500/1000,2000,1421.59,0,MALE,College,other-service,,own-child,,31/01/2015,Vehicle Theft,?,Trivial Damage,WV,Arlington,1,?,4950,900,3600,Ford,F150,2011,N
26,550930,12/10/1995,IL,500/1000,500,1500.04,6000000,MALE,PhD,craft-repair,,own-child,,13/02/2015,Vehicle Theft,?,Minor Damage,NC,Northbrook,1,NO,5160,860,3440,Accura,TL,2004,N
35,998192,25/04/2014,IL,100/300,500,1433.24,0,FEMALE,College,exec-managerial,,not-in-family,,22/02/2015,Multi-vehicle Collision,Side Collision,Total Loss,WV,Riverwood,3,NO,24570,2730,19110,Saab,95,2006,Y
38,663938,26/01/2011,IN,100/300,2000,1231.25,0,FEMALE,PhD,craft-repair,,not-in-family,,08/01/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,WV,Arlington,3,?,53680,4880,39040,Toyota,Camry,2011,N
49,756870,26/01/1996,IN,500/1000,500,1135.43,0,MALE,Masters,farming-fishing,,own-child,,04/02/2015,Multi-vehicle Collision,Side Collision,Total Loss,WV,Columbus,3,YES,42900,3900,35100,Chevrolet,Malibu,2010,N
41,337158,08/04/1991,OH,250/500,2000,945.73,5000000,MALE,MD,protective-serv,,wife,,04/02/2015,Single Vehicle Collision,Front Collision,Minor Damage,NY,Arlington,1,NO,84100,16820,58870,Ford,Escape,2009,Y
27,919875,29/06/2002,IN,100/300,2000,1118.76,0,FEMALE,College,adm-clerical,,own-child,,26/02/2015,Single Vehicle Collision,Front Collision,Total Loss,NY,Northbrook,1,?,61560,6840,47880,Ford,Fusion,2008,N
39,315631,09/04/1999,IN,500/1000,2000,1231.98,0,FEMALE,Associate,other-service,,not-in-family,,08/01/2015,Single Vehicle Collision,Rear Collision,Minor Damage,NY,Hillsdale,1,YES,44240,5530,33180,Dodge,RAM,1997,N
33,113464,19/04/2009,IN,500/1000,2000,1005.47,0,FEMALE,JD,protective-serv,,own-child,,15/02/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,VA,Columbus,4,?,57700,11540,40390,Jeep,Grand Cherokee,2002,N
50,556415,22/08/1991,OH,100/300,2000,1108.97,0,FEMALE,PhD,exec-managerial,,not-in-family,,14/01/2015,Single Vehicle Collision,Side Collision,Minor Damage,WV,Springfield,1,NO,108030,16620,74790,Saab,92x,2002,N
30,250249,28/11/1991,IN,100/300,500,1392.39,5000000,FEMALE,High School,exec-managerial,,unmarried,,12/01/2015,Single Vehicle Collision,Rear Collision,Minor Damage,SC,Riverwood,1,NO,54300,10860,38010,Toyota,Highlander,2010,N
54,403776,27/04/2012,IN,100/300,2000,1317.97,0,MALE,High School,craft-repair,,wife,,18/01/2015,Multi-vehicle Collision,Front Collision,Major Damage,SC,Columbus,3,?,32280,5380,21520,Ford,Fusion,2010,Y
42,396002,04/03/2007,IN,250/500,1000,1588.22,0,MALE,JD,machine-op-inspct,,other-relative,,15/01/2015,Multi-vehicle Collision,Rear Collision,Total Loss,WV,Riverwood,3,YES,84600,16920,59220,Chevrolet,Malibu,2007,N
35,976908,31/12/2012,IL,250/500,500,900.02,6000000,MALE,College,craft-repair,,own-child,,24/02/2015,Single Vehicle Collision,Front Collision,Total Loss,SC,Springfield,1,NO,69700,6970,55760,BMW,3 Series,2008,N
33,509489,21/12/2013,OH,100/300,1000,1744.64,3000000,MALE,JD,prof-specialty,,unmarried,,07/02/2015,Multi-vehicle Collision,Rear Collision,Total Loss,WV,Springfield,3,NO,36400,3640,25480,Volkswagen,Jetta,1998,N
39,485295,28/04/2005,OH,250/500,1000,1260.56,0,FEMALE,JD,adm-clerical,,own-child,,22/02/2015,Multi-vehicle Collision,Side Collision,Minor Damage,SC,Northbrook,3,NO,37520,4690,28140,Jeep,Wrangler,2010,N
33,361829,17/09/1994,OH,500/1000,2000,1021.14,0,FEMALE,Masters,other-service,,wife,,19/01/2015,Multi-vehicle Collision,Side Collision,Major Damage,NY,Northbend,3,NO,79090,14380,50330,Dodge,RAM,2014,N
54,603632,16/08/2003,OH,250/500,2000,1285.09,0,MALE,JD,farming-fishing,,not-in-family,,28/02/2015,Single Vehicle Collision,Rear Collision,Major Damage,NY,Springfield,1,NO,67770,7530,45180,Mercedes,ML350,2013,Y
32,783494,02/09/2014,OH,100/300,500,1537.07,3000000,MALE,JD,tech-support,,wife,,04/02/2015,Single Vehicle Collision,Side Collision,Total Loss,OH,Northbend,1,NO,47400,9480,33180,Chevrolet,Silverado,2004,Y
40,439049,12/12/2011,IN,100/300,1000,1022.42,0,MALE,PhD,other-service,,husband,,17/02/2015,Single Vehicle Collision,Front Collision,Total Loss,SC,Northbend,1,YES,71100,7110,49770,Audi,A3,2008,N
46,502634,17/08/1991,OH,100/300,2000,1558.86,0,MALE,MD,other-service,,wife,,17/02/2015,Single Vehicle Collision,Front Collision,Minor Damage,NY,Springfield,1,?,69400,13880,48580,BMW,M5,2012,N
39,378588,29/02/2004,OH,500/1000,500,1757.87,0,MALE,High School,transport-moving,,not-in-family,,17/01/2015,Multi-vehicle Collision,Rear Collision,Major Damage,SC,Northbrook,3,YES,55000,5000,40000,Saab,93,1996,Y
52,794731,22/02/2015,IN,250/500,1000,973.5,0,MALE,PhD,machine-op-inspct,,not-in-family,,02/02/2015,Multi-vehicle Collision,Rear Collision,Total Loss,WV,Arlington,2,YES,51090,7860,35370,Toyota,Highlander,2003,N
34,641934,25/12/2013,OH,500/1000,500,1430.8,0,MALE,PhD,machine-op-inspct,,unmarried,,12/02/2015,Single Vehicle Collision,Side Collision,Major Damage,NY,Springfield,1,?,64200,6420,38520,Honda,Civic,2007,Y
45,113516,13/10/1990,IL,500/1000,500,1192.27,0,MALE,High School,sales,,own-child,,04/01/2015,Single Vehicle Collision,Front Collision,Total Loss,NC,Riverwood,1,NO,67320,12240,42840,Ford,Fusion,2006,N
31,425631,05/07/2014,IL,250/500,500,1163.83,0,MALE,Associate,protective-serv,,husband,,21/02/2015,Multi-vehicle Collision,Side Collision,Major Damage,NC,Arlington,4,YES,76120,6920,55360,Audi,A5,1999,N
28,542245,25/11/1991,OH,500/1000,1000,1003.15,0,FEMALE,JD,farming-fishing,,other-relative,,23/01/2015,Multi-vehicle Collision,Front Collision,Minor Damage,SC,Hillsdale,2,YES,85020,13080,58860,Ford,Fusion,2010,N
41,512894,02/10/1990,OH,250/500,2000,1153.54,6000000,MALE,Masters,protective-serv,,unmarried,,12/02/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,NY,Northbrook,3,NO,68090,12380,43330,Toyota,Corolla,2009,N
27,633090,17/02/2009,IL,100/300,1000,1631.1,0,FEMALE,High School,priv-house-serv,,wife,,23/01/2015,Parked Car,?,Trivial Damage,WV,Arlington,1,?,6030,670,4690,Nissan,Pathfinder,2007,N
35,464234,17/07/2005,IL,500/1000,1000,1252.48,0,MALE,MD,machine-op-inspct,,wife,,10/02/2015,Vehicle Theft,?,Minor Damage,OH,Springfield,1,?,5100,1020,3570,Chevrolet,Malibu,2000,N
30,290162,12/03/1994,IN,100/300,1000,1677.26,0,MALE,College,sales,,own-child,,10/01/2015,Vehicle Theft,?,Trivial Damage,WV,Springfield,1,YES,4590,510,3570,Volkswagen,Jetta,2013,N
59,638155,03/08/1994,IL,250/500,1000,979.73,0,FEMALE,JD,exec-managerial,,not-in-family,,12/02/2015,Multi-vehicle Collision,Front Collision,Major Damage,SC,Columbus,2,?,72400,7240,50680,Chevrolet,Tahoe,1999,Y
64,911429,25/08/2012,IN,250/500,500,989.24,0,MALE,Masters,other-service,,not-in-family,,21/02/2015,Single Vehicle Collision,Front Collision,Major Damage,NY,Northbrook,1,NO,70900,14180,49630,Mercedes,ML350,2002,N
25,106186,02/12/2011,IL,500/1000,1000,1389.86,0,FEMALE,Associate,priv-house-serv,,husband,,18/01/2015,Multi-vehicle Collision,Side Collision,Total Loss,WV,Springfield,2,?,65100,6510,52080,Saab,93,2011,N
40,311783,25/02/2005,OH,100/300,500,1233.85,0,FEMALE,College,handlers-cleaners,,husband,,28/02/2015,Multi-vehicle Collision,Side Collision,Total Loss,PA,Hillsdale,3,?,64260,0,49980,Ford,Escape,1999,N
43,528385,07/11/1997,IL,500/1000,500,1320.39,0,FEMALE,Associate,armed-forces,,not-in-family,,19/01/2015,Single Vehicle Collision,Rear Collision,Major Damage,WV,Arlington,1,?,79970,7270,50890,Honda,CRV,1996,Y
41,228403,20/04/2004,IN,100/300,1000,1435.09,0,FEMALE,College,machine-op-inspct,,not-in-family,,11/01/2015,Single Vehicle Collision,Rear Collision,Total Loss,SC,Northbrook,1,NO,56610,6290,44030,Chevrolet,Tahoe,1995,N
30,209177,17/11/2009,IN,500/1000,500,1448.54,0,FEMALE,JD,craft-repair,,wife,,11/02/2015,Single Vehicle Collision,Side Collision,Major Damage,VA,Northbrook,1,YES,84590,7690,69210,Toyota,Highlander,2000,Y
38,497929,19/09/2009,OH,250/500,500,1733.56,0,MALE,High School,sales,,wife,,09/01/2015,Multi-vehicle Collision,Side Collision,Major Damage,SC,Hillsdale,3,NO,66780,7420,44520,Mercedes,ML350,1996,N
36,735844,08/11/2009,IN,100/300,500,1533.07,0,MALE,JD,farming-fishing,,own-child,,20/01/2015,Single Vehicle Collision,Rear Collision,Major Damage,NC,Springfield,1,YES,58500,0,52000,Ford,Escape,2001,N
41,710741,12/09/2001,IL,100/300,500,1106.77,0,FEMALE,College,prof-specialty,,other-relative,,26/02/2015,Parked Car,?,Trivial Damage,WV,Columbus,1,?,5000,500,4000,Dodge,RAM,2003,N
29,276804,27/11/1992,IL,100/300,500,995.7,5000000,FEMALE,JD,priv-house-serv,,unmarried,,02/02/2015,Parked Car,?,Trivial Damage,PA,Springfield,1,?,5000,500,3500,Mercedes,E400,2008,Y
41,507545,07/12/1998,IL,250/500,1000,1298.85,6000000,FEMALE,High School,sales,,other-relative,,04/01/2015,Multi-vehicle Collision,Front Collision,Major Damage,NY,Columbus,3,?,54450,6050,36300,Saab,92x,2007,N
38,485642,25/08/1990,OH,250/500,1000,1276.73,5000000,FEMALE,Masters,handlers-cleaners,,other-relative,,19/02/2015,Multi-vehicle Collision,Front Collision,Major Damage,WV,Northbrook,3,NO,61920,6880,48160,Saab,93,2003,N
29,796375,22/10/2011,OH,250/500,2000,1202.28,0,MALE,High School,exec-managerial,,other-relative,,12/01/2015,Single Vehicle Collision,Side Collision,Minor Damage,VA,Hillsdale,1,?,43700,4370,34960,Nissan,Pathfinder,2007,Y
31,171183,01/02/1990,IN,100/300,500,671.92,0,MALE,Masters,machine-op-inspct,,wife,,24/01/2015,Single Vehicle Collision,Front Collision,Minor Damage,NC,Riverwood,1,?,64080,7120,49840,Ford,Escape,1997,N
35,110084,27/11/1990,IL,250/500,1000,1358.03,0,MALE,JD,sales,,own-child,,17/02/2015,Single Vehicle Collision,Rear Collision,Total Loss,SC,Hillsdale,1,NO,55000,10000,35000,Volkswagen,Jetta,2008,Y
27,714784,16/07/2004,IN,250/500,1000,1008.79,4000000,FEMALE,Masters,adm-clerical,,own-child,,13/01/2015,Vehicle Theft,?,Trivial Damage,WV,Columbus,1,NO,4400,0,3850,Toyota,Camry,2000,N
27,143924,10/12/1993,OH,100/300,1000,1141.1,0,MALE,JD,armed-forces,,other-relative,,28/02/2015,Multi-vehicle Collision,Side Collision,Minor Damage,SC,Hillsdale,2,?,71640,5970,53730,Toyota,Highlander,2008,N
44,996850,08/03/1995,OH,100/300,1000,1397,0,MALE,High School,machine-op-inspct,,not-in-family,,03/01/2015,Single Vehicle Collision,Rear Collision,Minor Damage,NY,Arlington,1,NO,61740,6860,48020,Accura,MDX,1997,N
27,284834,03/08/2009,OH,500/1000,1000,1664.66,0,FEMALE,Associate,priv-house-serv,,own-child,,05/02/2015,Single Vehicle Collision,Side Collision,Total Loss,SC,Springfield,1,?,57500,5750,46000,Audi,A3,2010,N
39,830878,03/11/1996,IN,250/500,1000,1151.39,4000000,FEMALE,Masters,exec-managerial,,wife,,01/01/2015,Parked Car,?,Minor Damage,NY,Springfield,1,YES,8700,870,6090,Accura,RSX,2003,N
46,270208,09/08/2004,OH,100/300,2000,1546.01,0,FEMALE,MD,adm-clerical,,wife,,06/01/2015,Multi-vehicle Collision,Front Collision,Total Loss,VA,Riverwood,4,NO,77100,15420,53970,Volkswagen,Jetta,1996,N
57,407958,20/07/1991,IL,250/500,500,1063.67,0,MALE,Masters,priv-house-serv,,wife,,03/02/2015,Single Vehicle Collision,Front Collision,Minor Damage,NY,Springfield,1,NO,59400,6600,46200,Dodge,Neon,1995,N
46,832300,14/01/2005,IN,100/300,1000,709.14,0,MALE,Masters,machine-op-inspct,,husband,,12/02/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,NY,Northbrook,3,NO,54890,9980,39920,Toyota,Corolla,2006,N
30,927205,16/12/2011,IL,250/500,500,1039.55,0,MALE,MD,exec-managerial,,unmarried,,16/02/2015,Multi-vehicle Collision,Front Collision,Minor Damage,WV,Columbus,3,?,74030,6730,53840,Chevrolet,Tahoe,2005,N
42,655356,07/07/1996,IL,250/500,500,1339.39,0,FEMALE,Associate,adm-clerical,,not-in-family,,25/02/2015,Single Vehicle Collision,Rear Collision,Total Loss,NY,Columbus,1,?,61490,11180,39130,BMW,X5,1998,N
27,831053,05/08/1992,IN,250/500,1000,1202.75,0,MALE,High School,handlers-cleaners,,not-in-family,,21/01/2015,Multi-vehicle Collision,Front Collision,Minor Damage,SC,Northbrook,3,NO,79560,6630,59670,Volkswagen,Passat,2003,N
33,432740,09/10/1990,IL,100/300,2000,1081.17,0,MALE,MD,sales,,wife,,28/01/2015,Parked Car,?,Minor Damage,NY,Northbend,1,?,4900,490,3920,Toyota,Camry,2010,N
34,893853,27/02/1994,IL,250/500,500,991.39,0,MALE,High School,tech-support,,other-relative,,27/02/2015,Multi-vehicle Collision,Side Collision,Total Loss,WV,Springfield,3,?,77770,14140,49490,Nissan,Pathfinder,2000,N
43,594988,06/05/2007,IN,500/1000,500,984.02,0,FEMALE,JD,transport-moving,,unmarried,,10/02/2015,Multi-vehicle Collision,Side Collision,Major Damage,SC,Columbus,2,?,74700,7470,52290,Nissan,Maxima,2007,Y
26,979544,21/04/2014,IL,100/300,500,1354.83,0,MALE,MD,tech-support,,husband,,18/01/2015,Multi-vehicle Collision,Front Collision,Minor Damage,NY,Arlington,2,NO,40600,4060,32480,Volkswagen,Passat,2010,N
28,191891,11/02/2010,OH,100/300,1000,830.31,0,MALE,JD,farming-fishing,,husband,,13/01/2015,Single Vehicle Collision,Rear Collision,Total Loss,SC,Springfield,1,?,45270,10060,25150,Jeep,Wrangler,2006,N
36,831479,04/06/2000,IL,100/300,2000,987.42,7000000,FEMALE,Associate,machine-op-inspct,,own-child,,31/01/2015,Multi-vehicle Collision,Front Collision,Minor Damage,NY,Springfield,3,NO,47080,4280,34240,Saab,93,2006,N
57,714346,05/10/1991,OH,500/1000,500,1119.29,0,FEMALE,MD,machine-op-inspct,,husband,,15/01/2015,Single Vehicle Collision,Side Collision,Minor Damage,SC,Hillsdale,1,?,40700,4070,32560,Volkswagen,Passat,2000,Y
27,326289,03/01/2004,OH,100/300,500,1048.39,0,FEMALE,Masters,transport-moving,,own-child,,13/02/2015,Single Vehicle Collision,Side Collision,Minor Damage,NY,Riverwood,1,?,34650,6300,25200,Ford,F150,1996,N
28,944537,23/07/1992,OH,500/1000,1000,1074.47,0,MALE,MD,protective-serv,,wife,,13/02/2015,Parked Car,?,Trivial Damage,WV,Riverwood,1,?,3200,400,2400,Jeep,Grand Cherokee,2012,N
42,779156,10/10/1993,IL,500/1000,1000,1230.76,0,MALE,High School,machine-op-inspct,,unmarried,,03/01/2015,Single Vehicle Collision,Rear Collision,Major Damage,VA,Hillsdale,1,?,78980,7180,57440,Saab,92x,1997,Y
31,856153,09/07/2002,OH,500/1000,500,1255.02,0,MALE,Associate,sales,,not-in-family,,13/01/2015,Parked Car,?,Minor Damage,SC,Riverwood,1,YES,6160,560,4480,Nissan,Ultima,1996,N
60,473338,14/11/2010,IN,100/300,1000,1555.52,0,FEMALE,MD,machine-op-inspct,,own-child,,14/02/2015,Single Vehicle Collision,Front Collision,Major Damage,NC,Northbrook,1,YES,85250,15500,62000,Mercedes,E400,1999,N
50,521694,03/03/1997,IL,100/300,2000,836.11,5000000,MALE,Masters,sales,,not-in-family,,20/01/2015,Multi-vehicle Collision,Side Collision,Major Damage,SC,Springfield,4,YES,72840,12140,54630,Dodge,Neon,2010,N
40,136520,01/03/1997,IN,100/300,500,1450.98,0,MALE,Associate,exec-managerial,,husband,,18/01/2015,Parked Car,?,Trivial Damage,WV,Northbend,1,?,6050,1100,3850,Toyota,Camry,2010,N
39,730819,18/08/1990,IN,250/500,2000,625.08,0,FEMALE,JD,protective-serv,,wife,,03/01/2015,Single Vehicle Collision,Front Collision,Major Damage,SC,Riverwood,1,NO,87890,15980,63920,BMW,X6,2014,Y
47,912665,28/05/2014,IL,100/300,2000,1133.27,0,FEMALE,High School,craft-repair,,wife,,01/03/2015,Multi-vehicle Collision,Side Collision,Total Loss,NY,Northbrook,2,?,60500,11000,44000,Ford,F150,1999,Y
35,469966,22/07/2004,IN,500/1000,500,1366.6,0,FEMALE,MD,machine-op-inspct,,other-relative,,01/01/2015,Multi-vehicle Collision,Front Collision,Minor Damage,NY,Columbus,3,?,88220,16040,56140,Chevrolet,Malibu,2008,N
37,952300,02/08/2009,OH,500/1000,1000,1439.9,6000000,FEMALE,Associate,prof-specialty,,husband,,29/01/2015,Multi-vehicle Collision,Rear Collision,Total Loss,SC,Springfield,2,NO,53680,9760,39040,Accura,MDX,2004,N
45,322609,05/07/2007,OH,500/1000,1000,1230.69,0,MALE,Masters,transport-moving,,not-in-family,,10/01/2015,Single Vehicle Collision,Front Collision,Minor Damage,VA,Springfield,1,NO,53800,5380,43040,Accura,MDX,2006,N
29,890280,24/01/2010,OH,100/300,2000,1307.68,0,FEMALE,MD,craft-repair,,husband,,29/01/2015,Single Vehicle Collision,Rear Collision,Major Damage,NY,Columbus,1,YES,54360,4530,40770,Mercedes,E400,1995,Y
